t_rel_sec,mode,scenario,run_id,fault,drone,battery_pct,state
358.69,cloud,medium,run_01,fog_down,drone0,55.47,FAILED
359.01,cloud,medium,run_01,fog_down,drone2,55.59,FAILED
359.63,cloud,medium,run_01,fog_down,drone1,55.59,FAILED
359.69,cloud,medium,run_01,fog_down,drone0,55.38,FAILED
360.01,cloud,medium,run_01,fog_down,drone2,55.5,FAILED
360.63,cloud,medium,run_01,fog_down,drone1,55.5,FAILED
360.68,cloud,medium,run_01,fog_down,drone0,55.29,FAILED
361.02,cloud,medium,run_01,fog_down,drone2,55.41,FAILED
361.63,cloud,medium,run_01,fog_down,drone1,55.41,FAILED
361.69,cloud,medium,run_01,fog_down,drone0,55.2,FAILED
362.02,cloud,medium,run_01,fog_down,drone2,55.32,FAILED
362.65,cloud,medium,run_01,fog_down,drone1,55.32,FAILED
362.7,cloud,medium,run_01,fog_down,drone0,55.11,FAILED
363.02,cloud,medium,run_01,fog_down,drone2,55.23,FAILED
363.64,cloud,medium,run_01,fog_down,drone1,55.23,FAILED
363.68,cloud,medium,run_01,fog_down,drone0,55.0,FAILED+UP
364.01,cloud,medium,run_01,fog_down,drone2,55.14,FAILED
364.62,cloud,medium,run_01,fog_down,drone1,55.14,FAILED
364.73,cloud,medium,run_01,fog_down,drone0,54.88,FAILED+UP
365.02,cloud,medium,run_01,fog_down,drone2,55.05,FAILED
365.65,cloud,medium,run_01,fog_down,drone1,55.02,FAILED+UP
365.69,cloud,medium,run_01,fog_down,drone0,54.77,FAILED+UP
366.02,cloud,medium,run_01,fog_down,drone2,54.96,FAILED
366.63,cloud,medium,run_01,fog_down,drone1,54.91,FAILED+UP
366.68,cloud,medium,run_01,fog_down,drone0,54.65,FAILED+UP
367.01,cloud,medium,run_01,fog_down,drone2,54.87,FAILED
367.63,cloud,medium,run_01,fog_down,drone1,54.79,FAILED+UP
367.68,cloud,medium,run_01,fog_down,drone0,54.56,FAILED
368.01,cloud,medium,run_01,fog_down,drone2,54.78,FAILED
368.63,cloud,medium,run_01,fog_down,drone1,54.68,FAILED+UP
368.7,cloud,medium,run_01,fog_down,drone0,54.47,FAILED
369.0,cloud,medium,run_01,fog_down,drone2,54.69,FAILED
369.66,cloud,medium,run_01,fog_down,drone1,54.59,FAILED
369.69,cloud,medium,run_01,fog_down,drone0,54.38,FAILED
370.09,cloud,medium,run_01,fog_down,drone2,54.6,FAILED
370.63,cloud,medium,run_01,fog_down,drone1,54.5,FAILED
370.75,cloud,medium,run_01,fog_down,drone0,54.29,FAILED
371.01,cloud,medium,run_01,fog_down,drone2,54.51,FAILED
371.64,cloud,medium,run_01,fog_down,drone1,54.41,FAILED
371.7,cloud,medium,run_01,fog_down,drone0,54.2,FAILED
372.01,cloud,medium,run_01,fog_down,drone2,54.42,FAILED
372.65,cloud,medium,run_01,fog_down,drone1,54.32,FAILED
372.68,cloud,medium,run_01,fog_down,drone0,54.11,FAILED
